REQID,CLIENTID,REASON,LOAN,BAD,DEROG,DELINQ,CLAGE,NINQ,DEBTINC,INCOME,JOB,YOJ,CHECKING,SAVINGS,INVEST,CREDIT_SCORE
38000,81345405-xzao,DC,5100,0,0,0,121.0759726,2,36.40172955,61550,Other,0,0,0,0,371
38010,81360360-gamo,DC,26600,0,0,1,133.4481104,0,39.22971154,61870,Other,5,0,0,0,670
38030,81380417-ezhi,DC,29900,0,0,0,237.5622414,1,35.04310052,61500,Other,,0,1,0,655
38040,81398828-hqvp,DC,16800,0,0,0,190.6933138,1,35.89402586,44250,ProfExe,3,0,0,0,761
38050,81449885-iomd,DC,24000,0,0,0,135.7640508,0,22.9810051,46670,Other,,0,1,1,578
38060,81471504-ceib,HI,12900,0,0,0,141.2084606,3,31.52637971,43090,Mgr,19,1,0,0,539
38080,81477308-zkkv,HI,23100,0,0,0,377.29104,0,31.43531612,52645,Other,8,0,0,1,338
38090,81489622-gpkk,DC,5500,0,3,2,130.8,3,45.36764301,61600,Other,9,1,1,0,384
38100,81500602-qavy,DC,13000,0,0,3,142.1666667,0,33.43046938,52475,Other,16,1,0,0,795
38110,81505590-ivav,DC,27900,0,0,0,97.8638453,1,41.47397173,61480,Other,7,1,0,1,761
38120,81528866-zkiv,DC,13100,0,0,0,242.6505336,0,30.89311822,61780,ProfExe,19,0,0,0,707
38130,81608423-cpcm,HI,42500,0,0,0,318.2554619,0,15.65288079,43100,ProfExe,6,1,0,0,769
38140,81621376-cvkc,HI,19900,0,0,0,103.9754422,0,35.40591994,45890,Other,9,0,0,1,593
38150,81710522-uuui,DC,29800,0,0,0,225.0922987,1,39.21193749,61955,Other,10,1,0,0,530
38160,81710772-gdyl,DC,9800,0,0,0,152.1401257,0,32.18876052,61910,Other,,0,0,0,396
38170,81716232-bobc,DC,22600,0,0,0,99.00046796,2,35.26211359,43525,Mgr,10,0,1,1,676
38180,81724401-yfeu,HI,7500,0,3,6,234.9007508,0,24.66227667,52440,Other,,1,0,0,593
38190,81726097-uklq,DC,47900,0,0,0,236.3026595,8,39.10304524,61605,Other,9,0,1,1,708
38200,81727609-lrry,DC,17200,0,0,0,118.866134,1,34.6028274,44715,Other,26,0,0,0,702
38210,81748539-ljcd,HI,36900,0,0,0,137.9666667,0,18.02629866,40795,Other,23,0,0,0,633
38220,81761362-bqro,DC,6300,0,0,0,120.7333333,0,47.95648211,61810,ProfExe,0.4,1,0,0,758
38230,81767940-uygj,DC,5000,0,0,1,82.13333333,0,28.67914375,61970,ProfExe,29,1,1,1,750
38240,81794313-wrlz,DC,23900,0,0,0,127.024625,0,20.40782558,52465,Office,2.5,0,0,0,479
38250,81823117-lvzc,DC,18900,0,0,0,280.1234728,0,25.67302186,44695,Other,,0,0,0,571
38280,81934623-awab,DC,6800,0,0,1,94.33333333,3,35.71642636,61060,Office,10,0,0,1,754
38310,82001366-oibc,HI,18300,0,0,0,118.5345867,0,39.72048898,61390,ProfExe,12.6,0,0,1,685
38320,82016959-zdnm,HI,22900,0,0,0,267.1326089,0,24.38038951,61520,ProfExe,12,1,0,0,786
38330,82053246-innh,DC,18000,0,3,2,110.6333333,2,42.42386169,61515,Office,4,0,1,1,650
38340,82065734-ijbk,DC,18900,0,3,1,166.1793992,2,40.43670481,45490,Mgr,1,0,1,0,607
38360,82139443-zuma,HI,6100,0,0,0,129.2500896,1,36.74676624,61445,Office,10,0,0,0,595
38370,82143842-rqvd,HI,15700,0,0,0,255.5274603,0,22.54068012,52860,Other,2,0,0,1,567
38380,82160743-zjvy,HI,22100,0,0,0,128.1567931,1,18.8829556,45765,Other,1,1,1,0,772
38390,82173039-kjdw,DC,21700,0,,,62.85635695,1,40.3158193,52115,Other,7,0,0,0,819
38400,82188898-kacu,DC,24800,0,0,0,302.984432,2,30.95648584,45785,Mgr,,1,1,0,635
38410,82244749-nngf,DC,22500,0,0,0,97.53661995,1,19.47227247,52215,ProfExe,15,0,1,1,848
38430,82273104-mecl,HI,12700,0,0,0,191.9044636,1,33.90232001,52450,Other,12,0,0,0,629
38440,82292404-axwq,DC,15400,0,0,0,265.5863519,1,26.75040396,52050,Other,10,1,0,0,429
38450,82325161-wnog,DC,18200,0,0,0,69.41077665,0,35.35728725,40375,ProfExe,11,0,0,0,392
38460,82345500-ucbr,HI,9400,0,0,0,80.16666667,0,44.07488018,43135,Other,14,1,1,0,767
38470,82354110-urxc,DC,10200,0,1,0,164.3178964,6,38.72132161,61205,Sales,10,0,1,1,564
38480,82366083-ehpj,DC,18300,0,0,0,138.1718508,1,38.33231689,43345,Other,8,0,0,0,409
38500,82372667-ooqa,DC,14200,0,2,4,301.5074359,,24.83595792,61095,Other,0.7,0,0,0,535
38510,82392899-xnwa,DC,9300,0,3,1,189.043967,,38.84408934,43745,Mgr,6,0,1,1,723
38520,82520933-xelh,DC,13700,0,0,3,181.3057998,0,39.27246634,61165,Other,4,0,0,0,564
38530,82529644-viqa,DC,33700,0,0,0,178.4111833,1,42.45764485,61970,Mgr,3,0,1,0,396
38540,82536918-zrrg,DC,25700,0,0,0,97.08615056,2,30.61978676,43025,Other,,0,0,0,803
38550,82542160-uuhf,DC,23800,0,0,0,275.9553562,2,29.71360104,448800,Mgr,0,1,1,0,556
38560,82603391-cjgp,DC,8200,0,0,2,118.3973584,2,34.71164955,222885,ProfExe,9,0,0,0,615
38570,82617896-codm,HI,17100,0,1,,270.5812143,,38.46522769,258190,Self,3,0,0,0,425
38590,82631732-idna,DC,28600,0,0,0,287.4961733,0,38.6443946,52510,Other,28,1,0,0,383
38610,82661432-lwiu,HI,24500,0,0,0,83.11198815,1,29.8556335,43585,Other,,0,1,0,487
38620,82675198-zynm,DC,10600,0,0,0,68.35305606,1,38.0722099,91105,Other,28,0,0,0,692
38640,82693589-qwfu,AF,10200,0,0,0,263.2869775,0,36.82778595,58635,Other,28,0,0,0,784
38650,82759482-mkmf,DC,26600,0,1,0,187.1408236,2,35.27011322,49390,ProfExe,8,0,0,0,673
38680,82786139-jxgb,HI,8200,0,,,419.2729655,1,40.55827149,47195,Other,5,1,1,0,548
38700,82842786-wgne,DC,60000,0,0,0,313.3343967,2,35.02857792,47925,Other,24,0,0,0,613
38710,82848551-ebpg,DC,24100,0,0,0,230.0597297,0,35.89670864,57570,Office,8,1,0,0,487
38720,82853012-gjri,HI,28400,0,0,0,134.0076805,0,41.29838663,51110,ProfExe,0,0,0,0,554
38730,82855578-ivah,DC,25400,0,1,1,5.243341044,,42.93355731,57485,Other,,0,1,1,842
38740,82868956-vfav,DC,19100,0,0,0,285.7252577,0,30.77453617,176290,Other,25,0,0,0,625
38750,82890168-kxqu,HI,25000,0,0,0,354.1,1,13.07474002,76125,Other,24,1,0,0,674
38760,82896174-xcfc,HI,8000,0,3,1,89.6829601,,39.97042701,52045,ProfExe,4,1,0,0,541
38770,82904042-gjdq,HI,14000,0,0,0,342.0666667,2,38.02946271,71385,Other,26,1,1,0,640
38780,82905290-oqcr,DC,16000,0,2,1,99.51921755,1,33.20696963,62605,Office,9,1,1,0,528
38790,82915712-yiwx,DC,7200,0,0,2,235.3666667,6,27.31731976,95070,ProfExe,6,0,1,0,582
38800,82931341-apkr,HI,9900,0,1,3,188.9333333,1,31.98738466,44980,Mgr,9,0,1,0,718
38810,82940680-wxce,DC,12600,0,0,2,194.3599393,1,36.41457282,62785,Other,7,0,0,1,333
38820,82966221-xeyj,DC,25600,0,0,0,87.62538217,1,40.92995432,51370,ProfExe,5,1,0,0,353
38840,83055600-jocz,DC,21500,0,0,0,304.3666667,,26.29660043,75980,Other,23,0,1,0,670
38870,83201490-pdaj,DC,13600,0,0,0,259.733117,1,35.31021701,61190,Office,18,0,0,0,747
38890,83287395-zadg,DC,23200,0,0,3,272.938299,0,47.12058049,45950,Other,10,1,1,0,753
38900,83298101-aggq,HI,16700,0,0,1,262.61034,0,29.88475774,61760,Mgr,9,0,0,0,439
38910,83303051-ymvn,HI,16700,0,,,103.4726082,0,39.34965052,61960,Other,21,0,1,0,725
38940,83415149-rvqj,HI,18700,0,0,0,236.9968365,0,23.62120308,52780,Other,17,0,0,0,763
38980,83490721-wnga,HI,24000,0,0,0,243.7324175,3,35.87195895,61625,Other,23,0,1,1,650
39000,83598404-cmyv,DC,7500,0,1,3,126.7666667,2,46.63684546,44625,Other,,0,0,0,517
39010,83624587-niih,DC,5000,0,3,3,352.8528103,,35.88405587,69840,ProfExe,9,0,0,1,330
39030,83666673-kfjy,HI,17000,0,0,0,188.2476105,0,29.62867649,78640,Office,1,0,0,0,491
39060,83725964-nypc,HI,22400,0,0,0,137.1896556,0,36.12206849,43535,Other,15,1,1,1,810
39070,83763535-oazy,DC,43300,0,5,,113.7376908,,29.61653289,68015,Other,,0,0,0,503
39100,83802758-gilo,DC,15900,0,0,0,125.5519994,1,37.78182264,102420,Self,5,1,0,0,483
39110,83809404-yzgk,HI,14600,0,0,0,164.29505,1,41.54600252,61580,Other,,1,0,1,615
39120,83840239-oykd,HI,9600,0,1,4,354.650225,0,36.52517293,44870,,,1,0,0,628
39130,83843589-ijmq,HI,10500,0,0,0,89.06269877,1,38.44765886,47460,Other,19,1,0,0,376
39140,83854245-nfjm,DC,7000,0,0,0,219.1666667,1,23.24917845,48950,ProfExe,7,0,1,0,813
39150,83876710-pkzz,DC,25000,0,0,0,305.1331253,1,4.932216575,78705,Other,5,0,0,0,762
39160,83896228-ffvw,DC,20400,0,0,0,149.5711997,0,34.34224939,52380,Mgr,1,0,1,0,519
39170,83934304-dxyj,DC,14700,0,1,1,148.4232463,0,31.77010155,49925,ProfExe,4,1,0,0,574
39180,83960511-vkdo,DC,15000,0,0,0,223.2030702,0,9.607872238,50070,Other,5,1,0,0,392
39190,84062461-vjwg,HI,10300,0,1,0,306.9922054,2,34.48387842,45195,ProfExe,6,1,0,0,618
39200,84070090-xdxy,DC,15400,0,1,0,108.1988949,1,24.67417485,49150,Mgr,23,1,1,1,625
39240,84120446-vexh,DC,8300,0,2,2,214.1,2,5.593185354,76985,Other,24,0,0,0,491
39250,84184637-azqz,DC,16000,0,0,0,190.3964069,0,31.73703429,78985,Other,23,1,0,0,562
39260,84195502-heaq,DC,12900,0,0,0,244.9953846,0,21.4155043,78605,Other,10,0,1,1,607
39270,84250270-uume,DC,24700,0,0,0,239.4260738,1,41.70053078,45025,Office,8,0,0,0,579
39300,84313704-uiiy,DC,27600,0,0,0,98.521771,0,34.76057541,46020,Other,15,0,0,1,621
39310,84329809-ciil,HI,9800,0,,,316.5253028,,29.646666,49620,Retired,3,1,1,1,428
39340,84354708-duxo,HI,12300,0,0,0,82.76016033,0,34.38536707,58590,ProfExe,11,1,0,0,524
39380,84479926-qqwk,DC,25000,0,0,0,209,0,27.81855676,62000,ProfExe,8,0,0,0,396
39390,84495966-icea,DC,25900,0,0,1,94.12956341,0,32.12756274,49760,Mgr,8,0,0,1,389
39400,84501308-khic,DC,19300,0,0,0,255.788289,5,35.514488,51440,Self,3,0,0,0,612
39410,84520038-kzww,DC,17800,0,0,0,238.1668986,0,20.07933438,67295,ProfExe,6,1,0,0,400
39420,84541898-gfik,HI,15000,0,1,5,249.5333333,0,49.27982698,49040,Office,1,0,1,0,665
39440,84569667-yjir,DC,11500,0,0,1,164.5964029,1,39.44969272,68475,Office,2,1,0,0,810
39450,84588163-ykfg,DC,33500,0,0,0,62.12090961,0,25.46161407,45960,Other,8,0,0,1,814
39460,84589528-yobg,DC,24100,0,0,0,243.3497326,0,39.08269663,45625,Mgr,9,0,0,0,799
39470,84612905-kjjm,HI,25900,0,0,0,134.8532427,0,40.39811434,60100,Other,20,1,1,0,412
39480,84662465-edwf,DC,20000,0,,1,313.7666667,1,24.40764584,55450,ProfExe,6,1,0,0,729
39500,84706904-rwqj,HI,29300,0,,,109.9150205,11,44.36917076,68400,Other,0,0,0,0,766
39510,84738160-nnhe,HI,5000,0,0,0,266.8,1,33.45593978,47965,Other,5,0,1,0,598
39530,84795532-coie,DC,20000,0,0,0,179.0823743,1,40.43069541,51435,Other,24,0,1,0,726
39560,84994264-andi,DC,15300,0,0,0,57.92941509,6,42.92961419,56580,Other,9,0,0,0,502
39570,85010335-nfyw,DC,9100,0,0,1,115.7520933,3,37.47941029,47580,Mgr,9,0,0,1,655
39590,85028739-agbz,HI,13600,0,0,0,174.3477876,2,27.96913798,58650,Other,23,0,0,0,573
39600,85037094-ejgh,DC,26800,0,0,0,147.9387954,0,40.90432104,58690,Other,24,1,0,0,627
39620,85076767-bfmf,DC,22700,0,0,0,289.5456726,0,40.16294454,78915,Other,5,0,1,0,825
39630,85096835-zhpr,DC,31900,0,0,0,235.2018195,1,43.69152442,57975,Other,23,0,0,0,816
39640,85112470-nhfy,DC,18200,0,0,0,161.3526933,0,23.89655471,50715,Office,11,0,1,0,538
39670,85241005-ereu,DC,9700,0,0,2,194.4247179,2,36.95089224,49000,ProfExe,0,0,0,0,338
39680,85287400-uwkw,DC,8900,0,0,0,102.2464696,2,26.20640995,48530,ProfExe,5,0,1,0,764
39690,85295176-ofmw,DC,18400,0,0,0,80.15575717,0,35.42557919,68740,Sales,17,0,0,0,710
39710,85404877-mljh,DC,4800,0,0,3,160.1463113,1,21.58376012,69760,Other,,1,0,0,533
39720,85405617-mknq,DC,11100,0,0,0,102.9720787,0,29.6557132,62155,Office,3,0,1,0,549
39730,85414645-rjdn,DC,34400,0,0,0,67.83204167,1,40.40270584,66465,Other,,0,0,0,658
39750,85447196-xgzy,DC,21300,0,0,0,291.8195388,1,36.99364995,58385,Other,7,1,1,0,813
39780,85506295-zuzg,HI,10200,0,0,8,122.8439512,0,36.12288591,55040,Office,0,0,0,0,755
39800,85516086-fwxd,DC,16400,0,0,0,232.3155447,3,33.10683578,70400,Self,7,0,0,1,766
39820,85582440-jphc,AF,10200,0,2,2,154.0540944,,33.6664545,62285,ProfExe,6,0,0,0,786
39830,85600363-pefb,DC,15300,0,0,0,194.0054867,0,20.48797965,59425,Office,1,1,0,0,640
39840,85624831-hegn,HI,12700,0,0,0,136.9569407,0,39.43166373,62155,Other,,0,0,1,405
39850,85647792-elok,DC,17300,0,0,0,262.9484377,0,38.563081,73375,Self,3,1,0,0,740
39860,85697923-ofxf,DC,13100,0,0,0,71.46170475,0,41.60981324,58985,Self,6,0,1,1,604
39870,85706120-yyur,DC,29700,0,0,0,161.276029,3,40.26196223,60810,Other,11,0,0,0,722
39880,85718254-imkh,HI,20000,0,0,1,290.1667057,1,37.67151529,74140,Sales,15,0,0,0,486
39890,85727604-khmb,HI,12500,0,3,3,307.7357451,,27.35264423,46590,Office,0,0,0,0,511
39910,85786366-pxwz,DC,15100,0,,,81.95405483,1,33.53470838,61940,Other,0,0,0,0,500
39920,85792455-wyvb,HI,50100,0,0,0,193.6509051,3,39.93534357,61460,Office,0.4,0,0,0,426
39930,85796182-rorl,DC,11500,0,0,1,193.7424854,0,27.62349396,46645,Other,8,1,0,0,613
39950,85803336-cmrx,HI,20400,0,0,0,184.82429,1,40.77586435,48745,Mgr,9,1,0,0,667
39980,85928083-jbvn,DC,15200,0,1,,90.7327804,1,39.14005597,52215,ProfExe,0,1,0,0,601
40020,86134254-briv,DC,9400,0,0,0,179.5666667,2,5.776683239,45895,ProfExe,11,0,0,0,330
40030,86224101-xjgf,DC,12600,0,2,1,202.8666667,8,46.8277474,40020,ProfExe,10,0,0,1,674
40050,86250789-phka,DC,4000,0,2,0,146.1,0,18.61964846,52875,ProfExe,0,0,0,0,498
40060,86260584-dcom,DC,22300,0,0,0,316.6974746,,30.67643445,47955,Mgr,1,0,0,0,839
40070,86285285-njrn,HI,25300,0,0,0,366.1101514,1,36.27844415,40195,Other,25,0,0,1,729
40080,86295817-mnir,HI,22200,0,0,0,203.9649128,0,31.5290287,40735,ProfExe,7,0,0,0,765
40090,86346870-uron,DC,15000,0,1,3,75.62831361,,31.4107913,61675,ProfExe,12,0,0,0,847
40100,86362891-opjz,DC,18600,0,,,68,1,7.439412649,43510,Mgr,23,1,1,0,820
40110,86364602-mnlx,HI,2400,0,1,0,,1,34.068463,61140,ProfExe,4,0,0,0,669
40120,86389764-nakw,HI,12800,0,0,0,151.8511659,0,31.21070474,63075,Mgr,7,0,0,0,749
40140,86406639-lbyv,DC,20500,0,0,0,203.9,0,9.601862091,46750,ProfExe,6,1,0,1,659
40160,86494723-jouy,DC,32300,0,0,0,69.19973077,0,15.77819668,61600,ProfExe,10,0,1,0,305
40170,86499437-moop,DC,44000,0,0,1,194.2349529,2,43.33855659,43295,Other,0,0,0,0,813
40180,86521405-vovg,HI,11000,0,2,0,132.9333333,1,36.52094143,46515,Other,7,0,0,1,657
40190,86577098-rgrj,HI,6000,0,0,0,140.9333333,1,49.09563181,61165,Office,0,0,1,0,651
40210,86603684-gwzc,HI,37600,0,0,0,145.6333333,0,19.76560127,52225,Other,11,1,0,0,549
40220,86614309-imyz,DC,30900,0,2,4,172.4323547,0,47.79590611,61745,ProfExe,0,0,1,0,629
40240,86668244-gkbq,DC,9300,0,0,0,278.1604735,3,40.82354171,46335,ProfExe,8,1,1,0,835
40250,86672594-crpf,DC,21100,0,0,0,285.0469162,1,37.13906786,44775,Other,4,0,0,1,672
40260,86706680-khpf,HI,17700,0,0,0,118.4559036,0,37.1605612,52110,Other,8,1,1,0,571
40270,86711243-anyr,HI,11800,0,0,0,357.3326822,0,34.32727654,61460,ProfExe,7,0,1,0,692
40280,86730391-xbdr,HI,45100,0,0,0,83.32311342,0,43.87407943,43310,Other,0.8,1,0,0,659
40300,86761567-pviz,HI,16700,0,0,0,269.9626887,0,29.87592807,44525,Other,8,1,1,0,641
40320,86775143-ijcr,DC,19100,0,2,1,113.6945661,2,36.38416382,43845,ProfExe,27,1,0,0,657
40330,86794221-efoe,DC,9400,0,4,0,,0,29.81532359,43225,Mgr,14,1,0,0,335
40340,86800218-vzyx,HI,9600,0,0,0,182.8035145,0,33.48191013,40660,Other,23,1,0,0,822
40350,86944320-lyag,DC,18300,0,0,0,110.5522774,0,40.00125599,61930,Office,2,0,0,0,500
40370,87006274-rzjf,HI,5600,0,0,0,204.335245,0,42.39776964,61025,Other,,0,1,0,718
40380,87059803-krcx,DC,26200,0,0,1,169.0320939,0,41.08956919,61900,Other,1,0,0,0,728
40390,87073880-yhgh,HI,19500,0,0,0,106.7126279,0,35.3676568,44955,Sales,17,0,0,0,422
40400,87095910-riix,DC,17900,0,1,0,279.0070806,1,36.07297543,44805,Office,10,1,0,0,611
40440,87172886-bqop,HI,13200,0,1,0,183.5237293,1,39.75217179,61370,Other,22,0,0,0,826
40450,87228186-wcdh,DC,37200,0,0,0,203.7080546,1,22.43213209,43800,Office,10,0,0,0,681
40470,87386089-ievc,HI,3200,0,0,0,121.8666667,3,23.42974491,45305,Self,3,1,0,1,767
40480,87397137-zyac,DC,11600,0,,0,158.0847883,7,38.47750484,50990,Mgr,12,1,1,0,800
40500,87410412-arad,HI,17700,0,0,0,196.1319389,0,37.92365952,43040,ProfExe,9,0,0,0,575
40510,87420760-guun,HI,19000,0,2,1,367.5037805,,16.07179772,52550,Other,9,0,0,0,612
40520,87445797-vief,DC,18400,0,0,0,178.015833,0,39.70798807,61195,ProfExe,6,0,0,0,678
40530,87452452-euxd,DC,15800,0,,,109.2939326,2,33.77082855,44385,ProfExe,12,1,0,0,563
40550,87469151-zybx,DC,33700,0,,,302.7271504,0,41.82215988,52100,Office,3,0,0,0,838
40570,87478910-hizw,DC,15200,0,0,0,174.1643955,0,24.86160353,43395,Office,18,1,0,0,697
40580,87536139-mxfd,DC,20100,0,0,0,232.8267062,4,36.64867972,43585,Other,9,0,0,0,615
40590,87570655-cijk,HI,11300,0,0,1,332.7233895,0,40.12016832,52485,Mgr,23,0,0,0,712
40600,87574889-uruy,DC,16000,0,,,344.580126,,31.64081278,40770,Other,8,1,1,1,618
40620,87582242-hqnq,DC,10900,0,0,0,177.0858449,0,33.84909254,45535,Other,9,0,1,0,629
40630,87592748-qfjm,DC,14000,0,0,1,145.0666667,1,45.58211712,43510,ProfExe,10,1,0,1,692
40650,87597561-xafx,DC,20000,0,0,0,170.4333333,2,4.725923058,68710,ProfExe,12,1,1,0,559
40660,87602370-pnrh,HI,9800,0,0,0,171.4136584,0,25.62165041,47535,Office,11,0,0,0,478
40670,87619182-axzw,HI,8200,0,0,0,178.6879275,0,36.60169886,61820,Self,3,1,1,0,492
40690,87634296-fckd,HI,17600,0,0,2,46.87513575,1,39.08182644,61600,Mgr,10,1,0,0,622
40700,87638176-bkge,DC,18600,0,1,0,89.18900547,0,53.84821989,52325,Other,24,0,0,1,630
40720,87676514-ygll,DC,36300,0,0,0,185.3593721,0,38.35509489,61555,ProfExe,12,0,1,0,664
40730,87720693-xcwm,DC,19300,0,,,114.1426962,0,36.99134349,43010,Other,15,1,1,0,542
40740,87750741-quje,HI,26400,0,,5,480.3560137,,33.7142391,61335,ProfExe,18,0,1,0,605
40750,87751889-alyx,DC,18600,0,0,0,104.5333333,1,45.8200669,61830,Other,9,0,0,0,664
40760,87757917-gbme,DC,17200,0,0,1,120.3239792,2,30.55651187,52475,Self,20,0,1,1,792
40770,87763675-paba,DC,28600,0,0,2,239.2270359,0,31.01274893,48725,Other,24,1,0,0,687
40790,87852650-ofwp,DC,51800,0,0,0,257.8079289,1,40.17406476,40390,Mgr,20,1,0,1,737
40800,87869100-midg,DC,13300,0,0,0,154.4848138,2,41.11915349,52115,Other,9,0,0,0,753
40810,87937865-wjcd,DC,23100,0,0,0,182.93212,1,35.58378924,52460,Other,11,0,0,0,517
40820,87993475-awye,DC,25100,0,0,0,307.7497359,0,39.27702198,44545,Office,4,1,1,0,330
40840,88071729-ewdg,HI,22100,0,0,0,164.7849474,0,36.27847391,46380,Mgr,13,0,0,0,667
40850,88116576-chau,DC,12000,0,0,0,144.0666667,0,7.234036703,61035,Mgr,5,0,0,0,767
40860,88150350-amhn,DC,26800,0,0,0,323.262383,0,37.27227131,52010,ProfExe,1,0,1,0,395
40870,88163279-evhp,HI,18600,0,0,4,186.7128357,1,27.64603658,52055,Other,24,1,1,0,437
40880,88166967-cuyr,HI,15900,0,0,0,235.6274023,0,20.72337565,52465,ProfExe,6,0,1,0,661
40890,88177672-ongv,DC,7500,0,,0,79.41122999,,34.39744173,52700,ProfExe,0,0,0,0,357
40900,88178412-hrmb,DC,22000,0,1,0,317.5333333,4,24.44845391,209885,Office,0,1,1,0,675
40920,88206970-yrrn,DC,27400,0,0,0,194.5330279,0,41.64417205,110090,ProfExe,5,1,0,0,635
40940,88213347-hryo,HI,5100,0,,,417.6333333,2,10.02481149,99460,Other,5,0,1,0,797
40950,88216045-lgcz,DC,17800,0,2,2,105.7679609,2,34.62992201,98505,ProfExe,9,0,0,0,630
40960,88238455-xhyl,HI,2900,0,0,0,96.10232967,0,30.05113629,15000,Unemplo,1,1,1,0,617
40970,88247731-crjj,HI,3600,0,0,0,204.2724988,0,20.47091551,98505,ProfExe,7,0,0,0,743
40980,88286222-amdx,DC,24800,0,0,1,305.6823468,0,38.02973836,99460,ProfExe,5,0,0,0,476
40990,88300474-dbci,HI,8400,0,,,190.0175026,,25.76896503,193540,Other,24,0,1,0,582
41000,88344427-cmww,DC,9200,0,0,0,105.6552052,0,29.00720777,146500,Other,16,0,0,0,808
41010,88381031-ufkg,DC,25200,0,0,0,181.4513682,0,32.92386047,99460,Other,7,1,1,1,671
41030,88387651-bgqi,DC,25200,0,0,1,143.8313539,4,35.3269126,178040,Mgr,0,0,0,0,864
41040,88395171-uwwq,DC,40000,0,0,1,314.5,6,20.21136106,123255,Office,10,1,1,1,522
41050,88411094-dkbo,DC,20500,0,1,1,107.6713817,4,39.68708944,102975,Other,35,0,0,0,492
41060,88475810-lami,DC,12500,0,0,0,138.687955,0,39.58996183,61530,Mgr,7,1,0,0,664
41070,88480965-uwrh,DC,22300,0,,0,96.34213992,2,35.75510673,52110,Office,1,0,0,0,668
41080,88535298-cdly,DC,28300,0,0,0,85.79724815,1,39.8765037,61960,Mgr,16,0,0,0,677
41090,88551419-xfnc,HI,37300,0,0,6,235.6379056,2,114.0505277,45475,Other,23,0,1,1,610
41110,88567553-kbrw,DC,34300,0,0,0,195.555801,1,37.94959341,61495,Other,24,0,0,1,554
41130,88582031-fjkd,DC,18700,0,,1,290.8270296,1,35.13903436,61895,Other,8,0,0,0,516
41140,88652322-xumx,DC,7000,0,0,0,134.7,1,13.2233237,61550,Other,6,1,0,0,615
41150,88678937-rnrl,DC,26900,0,0,0,70.28190571,0,34.39630178,61870,Mgr,0,0,0,0,548
41160,88695342-yyfk,DC,32600,0,0,0,340.9,0,10.54222379,46285,ProfExe,11,0,0,0,681
41170,88721884-nxol,DC,12300,0,0,0,173.8386239,0,37.8244708,61500,ProfExe,12,1,0,1,657
41190,88742370-ownq,DC,10400,0,2,4,57.31156535,,36.90541431,46670,Other,1,1,1,0,822
41210,88780216-elkg,HI,21900,0,0,0,367.5414905,0,32.69251534,45255,Office,18,1,1,1,564
41220,88800938-qlzh,DC,15000,0,1,5,73.1,1,3.120667071,52645,Self,0,1,0,0,582
41230,88817545-jkqd,DC,20100,0,0,0,102.7266545,1,18.50780264,61600,Other,10,1,1,0,769
41240,88856676-zefx,DC,14800,0,0,0,191.1779415,0,36.64708052,52475,Other,8,0,0,0,538
41250,88897087-izxv,DC,14300,0,0,0,220.899221,0,39.87750077,61480,Other,22,1,1,0,425
41260,89018524-ilki,HI,3400,0,0,1,183.2999156,0,49.57018236,61780,ProfExe,1,0,1,0,798
41280,89027328-dvph,HI,15500,0,0,0,204.0958698,0,40.66018644,45890,Other,9,0,0,0,421
41290,89036225-kcdn,DC,17400,0,1,0,95.36306868,1,27.10761957,61955,Other,5,0,1,0,716
41310,89081501-nizx,DC,10200,0,0,0,104.8350719,1,38.37611263,43525,Other,12,1,0,0,790
41330,89094335-xdbo,DC,9300,0,0,2,88.5,4,36.91967546,61605,Mgr,13,0,0,0,557
41340,89102235-dekc,DC,8100,0,0,0,89.23333333,2,4.103105001,44715,Mgr,1,0,1,0,588
41360,89148146-agyw,DC,18000,0,2,1,121.7614658,1,34.02520751,61810,Office,10,0,0,0,430
41390,89302387-forn,DC,24900,0,1,0,202.4473261,0,35.3492119,44695,Office,5,1,0,1,552
41410,89362084-ylzk,HI,12400,0,0,0,238.3827694,0,25.33220131,45465,ProfExe,10,0,0,0,542
41430,89376889-qeij,BU,12800,0,3,2,35.75260822,,25.13244854,61580,ProfExe,1,0,0,0,382
41440,89399639-lppu,HI,5700,0,0,0,104.4,0,15.08936713,43480,Mgr,0,1,0,1,358
41450,89410620-bpwk,DC,23500,0,0,0,127.8,0,20.89476907,61390,Self,2,0,1,0,672
41460,89453313-lwbd,DC,12000,0,0,0,104.4825912,0,34.76728889,61520,Other,10,1,0,0,543
41470,89480464-mkyf,DC,15000,0,0,0,63.7,1,3.528749391,61515,ProfExe,0,0,0,0,627
41490,89537491-giyw,DC,32200,0,0,0,116.7297455,1,37.99908153,44990,Other,2,1,0,0,659
41500,89556273-kvlr,DC,33000,0,0,0,164.3009187,1,34.39190747,61445,Mgr,7,0,0,0,718
41510,89579470-koge,HI,8700,0,0,,91.11206084,,36.87492751,52860,Sales,9,1,0,0,792
41520,89592704-peao,DC,17800,0,0,0,270.044991,0,27.46700181,45765,Mgr,19,0,0,0,564
41530,89594530-ridz,DC,26700,0,0,0,232.6461734,1,34.11753289,52115,Office,2,0,0,0,737
41540,89626583-xgjf,DC,19500,0,,,172.8721456,,38.82378279,45785,Other,36,0,0,0,621
41550,89673555-hvpv,DC,14400,0,0,1,285.200062,1,28.1716511,52215,Other,34,0,1,0,675
41570,89683674-qcdl,DC,16400,0,0,0,95.36634837,0,31.27518252,52450,ProfExe,8,0,1,0,842
